probe_id,gene_symbol,gene_title,entrez_gene_id,primary_gene_symbol
206544_x_at,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",6595,SMARCA2
206545_at,CD28,CD28 molecule,940,CD28
206546_at,SYCP2,synaptonemal complex protein 2,10388,SYCP2
206547_s_at,PPEF1,protein phosphatase with EF-hand domain 1,5475,PPEF1
206548_at,,,,
206549_at,INSL4,insulin like 4,3641,INSL4
206550_s_at,NUP155,nucleoporin 155,9631,NUP155
206551_x_at,KLHL24,kelch like family member 24,54800,KLHL24
206552_s_at,TAC1,tachykinin precursor 1,6863,TAC1
206553_at,OAS2,2'-5'-oligoadenylate synthetase 2,4939,OAS2
206554_x_at,SETMAR,SET domain and mariner transposase fusion gene,6419,SETMAR
206555_s_at,THUMPD1,THUMP domain containing 1,55623,THUMPD1
206556_at,CLUL1,clusterin like 1,27098,CLUL1
206557_at,ZNF702P,"zinc finger protein 702, pseudogene",79986,ZNF702P
206558_at,SIM2,single-minded family bHLH transcription factor 2,6493,SIM2
206559_x_at,,,,
206560_s_at,MIA,melanoma inhibitory activity,8190,MIA
206561_s_at,AKR1B10,aldo-keto reductase family 1 member B10,57016,AKR1B10
206562_s_at,CSNK1A1,casein kinase 1 alpha 1,1452,CSNK1A1
206563_s_at,OPRL1,opioid related nociceptin receptor 1,4987,OPRL1
206564_at,OPRL1,opioid related nociceptin receptor 1,4987,OPRL1
206565_x_at,SMA4,glucuronidase beta pseudogene,11039,SMA4
206566_at,SLC7A1,solute carrier family 7 member 1,6541,SLC7A1
206567_s_at,PHF20,PHD finger protein 20,51230,PHF20
206568_at,TNP1,transition protein 1,7141,TNP1
206569_at,IL24,interleukin 24,11009,IL24
206570_s_at,PSG11,pregnancy specific beta-1-glycoprotein 11,5680,PSG11
206571_s_at,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,9448,MAP4K4
206572_x_at,ZNF85,zinc finger protein 85,7639,ZNF85
206573_at,KCNQ3,potassium voltage-gated channel subfamily Q member 3,3786,KCNQ3
206574_s_at,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",11156,PTP4A3
206575_at,CDKL5,cyclin dependent kinase like 5,6792,CDKL5
206576_s_at,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1,634,CEACAM1
206577_at,VIP,vasoactive intestinal peptide,7432,VIP
206578_at,NKX2-5,NK2 homeobox 5,1482,NKX2-5
206579_at,ZKSCAN8,zinc finger with KRAB and SCAN domains 8,7745,ZKSCAN8
206580_s_at,EFEMP2,EGF containing fibulin like extracellular matrix protein 2,30008,EFEMP2
206581_at,BNC1,basonuclin 1,646,BNC1
206582_s_at,ADGRG1,adhesion G protein-coupled receptor G1,9289,ADGRG1
206583_at,KRBOX4,KRAB box domain containing 4,55634,KRBOX4
206584_at,LY96,lymphocyte antigen 96,23643,LY96
206585_at,MKRN3,makorin ring finger protein 3,7681,MKRN3
206586_at,CNR2,cannabinoid receptor 2,1269,CNR2
206587_at,CCT6B,chaperonin containing TCP1 subunit 6B,10693,CCT6B
206588_at,DAZL,deleted in azoospermia like,1618,DAZL
206589_at,GFI1,growth factor independent 1 transcriptional repressor,2672,GFI1
206590_x_at,DRD2,dopamine receptor D2,1813,DRD2
206591_at,RAG1,recombination activating gene 1,5896,RAG1
206592_s_at,AP3D1,adaptor related protein complex 3 delta 1 subunit,8943,AP3D1
206593_s_at,MED22,mediator complex subunit 22,6837,MED22
206594_at,PASK,PAS domain containing serine/threonine kinase,23178,PASK
206595_at,CST6,cystatin E/M,1474,CST6
206596_s_at,NRL,neural retina leucine zipper,4901,NRL
206597_at,NRL,neural retina leucine zipper,4901,NRL
206598_at,INS,insulin,3630,INS
206599_at,SLC16A5,solute carrier family 16 member 5,9121,SLC16A5
206600_s_at,SLC16A5,solute carrier family 16 member 5,9121,SLC16A5
206601_s_at,LOC401021///HOXD4///HOXD3,uncharacterized LOC401021///homeobox D4///homeobox D3,401021///3233///3232,LOC401021
206602_s_at,LOC401021///HOXD4///HOXD3,uncharacterized LOC401021///homeobox D4///homeobox D3,401021///3233///3232,LOC401021
206603_at,SLC2A4,solute carrier family 2 member 4,6517,SLC2A4
206604_at,OVOL1,ovo like transcriptional repressor 1,5017,OVOL1
206605_at,ENDOU,"endonuclease, poly(U) specific",8909,ENDOU
206606_at,LIPC,"lipase C, hepatic type",3990,LIPC
206607_at,CBL,Cbl proto-oncogene,867,CBL
206608_s_at,RPGRIP1,retinitis pigmentosa GTPase regulator interacting protein 1,57096,RPGRIP1
206609_at,MAGEC1,MAGE family member C1,9947,MAGEC1
206610_s_at,F11,coagulation factor XI,2160,F11
206611_at,C2orf27A,chromosome 2 open reading frame 27A,29798,C2orf27A
206612_at,CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1,786,CACNG1
206613_s_at,TAF1A,"TATA-box binding protein associated factor, RNA polymerase I subunit A",9015,TAF1A
206614_at,GDF5,growth differentiation factor 5,8200,GDF5
206615_s_at,ADAM22,ADAM metallopeptidase domain 22,53616,ADAM22
206616_s_at,ADAM22,ADAM metallopeptidase domain 22,53616,ADAM22
206617_s_at,RENBP,renin binding protein,5973,RENBP
206618_at,IL18R1,interleukin 18 receptor 1,8809,IL18R1
206619_at,DKK4,dickkopf WNT signaling pathway inhibitor 4,27121,DKK4
206620_at,GRAP,GRB2-related adaptor protein,10750,GRAP
206621_s_at,EIF4H,eukaryotic translation initiation factor 4H,7458,EIF4H
206622_at,TRH,thyrotropin releasing hormone,7200,TRH
206623_at,PDE6A,phosphodiesterase 6A,5145,PDE6A
206624_at,USP9Y,"ubiquitin specific peptidase 9, Y-linked",8287,USP9Y
206625_at,PRPH2,peripherin 2,5961,PRPH2
206626_x_at,SSX1,SSX family member 1,6756,SSX1
206627_s_at,SSX1,SSX family member 1,6756,SSX1
206628_at,SLC5A1,solute carrier family 5 member 1,6523,SLC5A1
206629_at,ADAMTSL2,ADAMTS like 2,9719,ADAMTSL2
206630_at,TYR,tyrosinase,7299,TYR
206631_at,PTGER2,prostaglandin E receptor 2,5732,PTGER2
206632_s_at,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,9582,APOBEC3B
206633_at,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,1134,CHRNA1
206634_at,SIX3,SIX homeobox 3,6496,SIX3
206635_at,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,1141,CHRNB2
206636_at,RASA2,RAS p21 protein activator 2,5922,RASA2
206637_at,P2RY14,purinergic receptor P2Y14,9934,P2RY14
206638_at,HTR2B,5-hydroxytryptamine receptor 2B,3357,HTR2B
206639_x_at,HTN1,histatin 1,3346,HTN1
206640_x_at,GAGE12D///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE12G///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C,G antigen 12D///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 12G///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C,100132399///100008586///729447///729442///729431///729428///729422///645073///26748///2579///2578///2577///2576///2574,GAGE12D
206641_at,TNFRSF17,TNF receptor superfamily member 17,608,TNFRSF17
206642_at,DSG1,desmoglein 1,1828,DSG1
206643_at,HAL,histidine ammonia-lyase,3034,HAL
206644_at,NR0B1,nuclear receptor subfamily 0 group B member 1,190,NR0B1
206645_s_at,NR0B1,nuclear receptor subfamily 0 group B member 1,190,NR0B1
206646_at,GLI1,GLI family zinc finger 1,2735,GLI1
206647_at,HBZ,hemoglobin subunit zeta,3050,HBZ
206648_at,ZNF571,zinc finger protein 571,51276,ZNF571
206649_s_at,TFE3,transcription factor binding to IGHM enhancer 3,7030,TFE3
206650_at,IQCC,IQ motif containing C,55721,IQCC
206651_s_at,CPB2,carboxypeptidase B2,1361,CPB2
206652_at,ZMYM5,zinc finger MYM-type containing 5,9205,ZMYM5
206653_at,POLR3G,RNA polymerase III subunit G,10622,POLR3G
206654_s_at,POLR3G,RNA polymerase III subunit G,10622,POLR3G
206655_s_at,SEPT5-GP1BB///SEPT5///GP1BB,SEPT5-GP1BB readthrough///septin 5///glycoprotein Ib platelet beta subunit,100526833///5413///2812,SEPT5-GP1BB
206656_s_at,APMAP,adipocyte plasma membrane associated protein,57136,APMAP
206657_s_at,MYOD1,myogenic differentiation 1,4654,MYOD1
206658_at,UPK3B,uroplakin 3B,80761,UPK3B
206659_at,,,,
206660_at,IGLL1,immunoglobulin lambda like polypeptide 1,3543,IGLL1
206661_at,DBF4B,DBF4 zinc finger B,80174,DBF4B
206662_at,GLRX,glutaredoxin,2745,GLRX
206663_at,SP4,Sp4 transcription factor,6671,SP4
206664_at,SI,sucrase-isomaltase,6476,SI
206665_s_at,BCL2L1,BCL2 like 1,598,BCL2L1
206666_at,GZMK,granzyme K,3003,GZMK
206667_s_at,SCAMP1,secretory carrier membrane protein 1,9522,SCAMP1
206668_s_at,SCAMP1,secretory carrier membrane protein 1,9522,SCAMP1
206669_at,GAD1,glutamate decarboxylase 1,2571,GAD1
206670_s_at,GAD1,glutamate decarboxylase 1,2571,GAD1
206671_at,SAG,S-antigen visual arrestin,6295,SAG
206672_at,AQP2,aquaporin 2,359,AQP2
206673_at,GPR176,G protein-coupled receptor 176,11245,GPR176
206674_at,FLT3,fms related tyrosine kinase 3,2322,FLT3
206675_s_at,SKIL,SKI-like proto-oncogene,6498,SKIL
206676_at,CEACAM8,carcinoembryonic antigen related cell adhesion molecule 8,1088,CEACAM8
206677_at,KRT31,keratin 31,3881,KRT31
206678_at,GABRA1,gamma-aminobutyric acid type A receptor alpha1 subunit,2554,GABRA1
206679_at,APBA1,amyloid beta precursor protein binding family A member 1,320,APBA1
206680_at,CD5L,CD5 molecule like,922,CD5L
206681_x_at,GP2,glycoprotein 2,2813,GP2
206682_at,CLEC10A,C-type lectin domain family 10 member A,10462,CLEC10A
206683_at,ZNF165,zinc finger protein 165,7718,ZNF165
206684_s_at,ATF7,activating transcription factor 7,11016,ATF7
206685_at,HCG4,HLA complex group 4 (non-protein coding),54435,HCG4
206686_at,PDK1,pyruvate dehydrogenase kinase 1,5163,PDK1
206687_s_at,PTPN6,"protein tyrosine phosphatase, non-receptor type 6",5777,PTPN6
206688_s_at,CPSF4,cleavage and polyadenylation specific factor 4,10898,CPSF4
206689_x_at,KAT5,lysine acetyltransferase 5,10524,KAT5
206690_at,ASIC2,acid sensing ion channel subunit 2,40,ASIC2
206691_s_at,PDIA2,protein disulfide isomerase family A member 2,64714,PDIA2
206692_at,KCNJ10,potassium voltage-gated channel subfamily J member 10,3766,KCNJ10
206693_at,IL7,interleukin 7,3574,IL7
206694_at,PNLIPRP1,pancreatic lipase related protein 1,5407,PNLIPRP1
206695_x_at,ZNF43,zinc finger protein 43,7594,ZNF43
206696_at,GPR143,G protein-coupled receptor 143,4935,GPR143
206697_s_at,HP,haptoglobin,3240,HP
206698_at,XK,X-linked Kx blood group,7504,XK
206699_x_at,NPAS1,neuronal PAS domain protein 1,4861,NPAS1
206700_s_at,KDM5D,lysine demethylase 5D,8284,KDM5D
206701_x_at,EDNRB,endothelin receptor type B,1910,EDNRB
206702_at,TEK,TEK receptor tyrosine kinase,7010,TEK
206703_at,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,1140,CHRNB1
206704_at,CLCN5,chloride voltage-gated channel 5,1184,CLCN5
206705_at,TULP1,tubby like protein 1,7287,TULP1
206706_at,NTF3,neurotrophin 3,4908,NTF3
206707_x_at,FAM65B,family with sequence similarity 65 member B,9750,FAM65B
206708_at,FOXN2,forkhead box N2,3344,FOXN2
206709_x_at,GPT,glutamic--pyruvic transaminase,2875,GPT
206710_s_at,EPB41L3,erythrocyte membrane protein band 4.1 like 3,23136,EPB41L3
206711_at,TMEM257,transmembrane protein 257,9142,TMEM257
206712_at,GRTP1,growth hormone regulated TBC protein 1,79774,GRTP1
206713_at,NTNG1,netrin G1,22854,NTNG1
206714_at,ALOX15B,"arachidonate 15-lipoxygenase, type B",247,ALOX15B
206715_at,TFEC,transcription factor EC,22797,TFEC
206716_at,UMOD,uromodulin,7369,UMOD
206717_at,MYH8,myosin heavy chain 8,4626,MYH8
206718_at,LMO1,LIM domain only 1,4004,LMO1
206719_at,SYNGR4,synaptogyrin 4,23546,SYNGR4
206720_at,MGAT5,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase",4249,MGAT5
206721_at,CCDC181,coiled-coil domain containing 181,57821,CCDC181
206722_s_at,LPAR2,lysophosphatidic acid receptor 2,9170,LPAR2
206723_s_at,LPAR2,lysophosphatidic acid receptor 2,9170,LPAR2
206724_at,CBX4,chromobox 4,8535,CBX4
206725_x_at,BMP1,bone morphogenetic protein 1,649,BMP1
206726_at,HPGDS,hematopoietic prostaglandin D synthase,27306,HPGDS
206727_at,C9,complement component 9,735,C9
206728_at,ECE2,endothelin converting enzyme 2,9718,ECE2
206729_at,TNFRSF8,TNF receptor superfamily member 8,943,TNFRSF8
206730_at,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,2892,GRIA3
206731_at,CNKSR2,connector enhancer of kinase suppressor of Ras 2,22866,CNKSR2
206732_at,SLITRK3,SLIT and NTRK like family member 3,22865,SLITRK3
206733_at,TULP2,tubby like protein 2,7288,TULP2
206734_at,JRKL,JRK-like,8690,JRKL
206735_at,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,1137,CHRNA4
206736_x_at,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,1137,CHRNA4
206737_at,WNT11,Wnt family member 11,7481,WNT11
206738_at,APOC4-APOC2///APOC4///APOC2,APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2,100533990///346///344,APOC4-APOC2
206739_at,HOXC5,homeobox C5,3222,HOXC5
206740_x_at,SYCP1,synaptonemal complex protein 1,6847,SYCP1
206741_at,SSUH2,ssu-2 homolog (C. elegans),51066,SSUH2
206742_at,PIR-FIGF///FIGF,PIR-FIGF readthrough///c-fos induced growth factor,100532742///2277,PIR-FIGF
206743_s_at,ASGR1,asialoglycoprotein receptor 1,432,ASGR1
206744_s_at,ZMYM5,zinc finger MYM-type containing 5,9205,ZMYM5
206745_at,HOXC11,homeobox C11,3227,HOXC11
206746_at,BFSP1,beaded filament structural protein 1,631,BFSP1
206747_at,GPRIN2,G protein regulated inducer of neurite outgrowth 2,9721,GPRIN2
206748_s_at,SPAG9,sperm associated antigen 9,9043,SPAG9
206749_at,CD1B,CD1b molecule,910,CD1B
206750_at,MAFK,MAF bZIP transcription factor K,7975,MAFK
206751_s_at,PCYT1B,"phosphate cytidylyltransferase 1, choline, beta",9468,PCYT1B
206752_s_at,DFFB,DNA fragmentation factor subunit beta,1677,DFFB
206753_at,RDH16,retinol dehydrogenase 16 (all-trans),8608,RDH16
206754_s_at,CYP2B7P///CYP2B6,"cytochrome P450 family 2 subfamily B member 7, pseudogene///cytochrome P450 family 2 subfamily B member 6",1556///1555,CYP2B7P
206755_at,CYP2B6,cytochrome P450 family 2 subfamily B member 6,1555,CYP2B6
206756_at,CHST7,carbohydrate sulfotransferase 7,56548,CHST7
206757_at,PDE5A,phosphodiesterase 5A,8654,PDE5A
206758_at,EDN2,endothelin 2,1907,EDN2
206759_at,FCER2,Fc fragment of IgE receptor II,2208,FCER2
206760_s_at,FCER2,Fc fragment of IgE receptor II,2208,FCER2
206761_at,CD96,CD96 molecule,10225,CD96
206762_at,KCNA5,potassium voltage-gated channel subfamily A member 5,3741,KCNA5
206763_at,FKBP6,FK506 binding protein 6,8468,FKBP6
206764_x_at,MPPE1,metallophosphoesterase 1,65258,MPPE1
206765_at,KCNJ2,potassium voltage-gated channel subfamily J member 2,3759,KCNJ2
206766_at,ITGA10,integrin subunit alpha 10,8515,ITGA10
206767_at,RBMS3,RNA binding motif single stranded interacting protein 3,27303,RBMS3
206768_at,RPL3L,ribosomal protein L3 like,6123,RPL3L
206769_at,TMSB4Y,"thymosin beta 4, Y-linked",9087,TMSB4Y
206770_s_at,SLC35A3,solute carrier family 35 member A3,23443,SLC35A3
206771_at,UPK3A,uroplakin 3A,7380,UPK3A
206772_at,PTH2R,parathyroid hormone 2 receptor,5746,PTH2R
206773_at,LY6H,"lymphocyte antigen 6 complex, locus H",4062,LY6H
206774_at,FRMPD1,FERM and PDZ domain containing 1,22844,FRMPD1
206775_at,CUBN,cubilin,8029,CUBN
206776_x_at,ACRV1,acrosomal vesicle protein 1,56,ACRV1
206777_s_at,CRYBB2P1///CRYBB2,crystallin beta B2 pseudogene 1///crystallin beta B2,1416///1415,CRYBB2P1
206778_at,CRYBB2,crystallin beta B2,1415,CRYBB2
206779_s_at,ASMT,acetylserotonin O-methyltransferase,438,ASMT
206780_at,GAD2,glutamate decarboxylase 2,2572,GAD2
206781_at,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4,3338,DNAJC4
206782_s_at,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4,3338,DNAJC4
206783_at,FGF4,fibroblast growth factor 4,2249,FGF4
206784_at,AQP8,aquaporin 8,343,AQP8
206785_s_at,KLRC2///KLRC1,killer cell lectin like receptor C2///killer cell lectin like receptor C1,3822///3821,KLRC2
206786_at,HTN3,histatin 3,3347,HTN3
206787_at,BRDT,bromodomain testis associated,676,BRDT
206788_s_at,CBFB,core-binding factor beta subunit,865,CBFB
206789_s_at,POU2F1,POU class 2 homeobox 1,5451,POU2F1
206790_s_at,NDUFB1,NADH:ubiquinone oxidoreductase subunit B1,4707,NDUFB1
206791_s_at,LOC729966///PDE4C,uncharacterized LOC729966///phosphodiesterase 4C,729966///5143,LOC729966
206792_x_at,LOC729966///PDE4C,uncharacterized LOC729966///phosphodiesterase 4C,729966///5143,LOC729966
206793_at,PNMT,phenylethanolamine N-methyltransferase,5409,PNMT
206794_at,ERBB4,erb-b2 receptor tyrosine kinase 4,2066,ERBB4
206795_at,F2RL2,coagulation factor II thrombin receptor like 2,2151,F2RL2
206796_at,WISP1,WNT1 inducible signaling pathway protein 1,8840,WISP1
206797_at,NAT2,N-acetyltransferase 2,10,NAT2
206798_x_at,DLEC1,deleted in lung and esophageal cancer 1,9940,DLEC1
206799_at,SCGB1D2,secretoglobin family 1D member 2,10647,SCGB1D2
206800_at,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),4524,MTHFR
206801_at,NPPB,natriuretic peptide B,4879,NPPB
206802_at,PAX5,paired box 5,5079,PAX5
206803_at,PDYN,prodynorphin,5173,PDYN
206804_at,CD3G,CD3g molecule,917,CD3G
206805_at,SEMA3A,semaphorin 3A,10371,SEMA3A
206806_at,DGKI,diacylglycerol kinase iota,9162,DGKI
206807_s_at,ADD2,adducin 2,119,ADD2
206808_at,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,10151,HNRNPA3P1
206809_s_at,HNRNPA3///HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1,220988///10151,HNRNPA3
206810_at,LOC101060181///ZNF44,zinc finger protein ZnFP12///zinc finger protein 44,101060181///51710,LOC101060181
206811_at,ADCY8,adenylate cyclase 8,114,ADCY8
206812_at,ADRB3,adrenoceptor beta 3,155,ADRB3
206813_at,CTF1,cardiotrophin 1,1489,CTF1
206814_at,NGF,nerve growth factor,4803,NGF
206815_at,SPAG8,sperm associated antigen 8,26206,SPAG8
206816_s_at,SPAG8,sperm associated antigen 8,26206,SPAG8
206817_x_at,CELF3,"CUGBP, Elav-like family member 3",11189,CELF3
206818_s_at,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,54805,CNNM2
206819_at,POM121L9P,"POM121 transmembrane nucleoporin like 9, pseudogene",29774,POM121L9P
206820_at,AGFG2,ArfGAP with FG repeats 2,3268,AGFG2
206821_x_at,AGFG2,ArfGAP with FG repeats 2,3268,AGFG2
206822_s_at,L3MBTL1,l(3)mbt-like 1 (Drosophila),26013,L3MBTL1
206823_at,L3MBTL1,l(3)mbt-like 1 (Drosophila),26013,L3MBTL1
206824_at,CES1P1,carboxylesterase 1 pseudogene 1,51716,CES1P1
206825_at,OXTR,oxytocin receptor,5021,OXTR
206826_at,PMP2,peripheral myelin protein 2,5375,PMP2
206827_s_at,TRPV6,transient receptor potential cation channel subfamily V member 6,55503,TRPV6
206828_at,TXK,TXK tyrosine kinase,7294,TXK
206829_x_at,ZNF430,zinc finger protein 430,80264,ZNF430
206830_at,SLC4A10,solute carrier family 4 member 10,57282,SLC4A10
206831_s_at,ARSD,arylsulfatase D,414,ARSD
206832_s_at,SEMA3F,semaphorin 3F,6405,SEMA3F
206833_s_at,LOC101927144///ACYP2,uncharacterized LOC101927144///acylphosphatase 2,101927144///98,LOC101927144
206834_at,HBD,hemoglobin subunit delta,3045,HBD
206835_at,STATH,statherin,6779,STATH
206836_at,SLC6A3,solute carrier family 6 member 3,6531,SLC6A3
206837_at,ALX1,ALX homeobox 1,8092,ALX1
206838_at,TBX19,T-box 19,9095,TBX19
206839_at,C22orf31,chromosome 22 open reading frame 31,25770,C22orf31
206840_at,AFM,afamin,173,AFM
206841_at,PDE6H,phosphodiesterase 6H,5149,PDE6H
206842_at,KCND1,potassium voltage-gated channel subfamily D member 1,3750,KCND1
206843_at,CRYBA4,crystallin beta A4,1413,CRYBA4
206844_at,FBP2,fructose-bisphosphatase 2,8789,FBP2
206845_s_at,RNF40,ring finger protein 40,9810,RNF40
206846_s_at,HDAC6,histone deacetylase 6,10013,HDAC6
206847_s_at,HOXA7,homeobox A7,3204,HOXA7
206848_at,COX20,"COX20, cytochrome c oxidase assembly factor",116228,COX20
206849_at,GABRG2,gamma-aminobutyric acid type A receptor gamma2 subunit,2566,GABRG2
206850_at,RASL10A,RAS like family 10 member A,10633,RASL10A
206851_at,RNASE3,ribonuclease A family member 3,6037,RNASE3
206852_at,EPHA7,EPH receptor A7,2045,EPHA7
206853_s_at,MAP3K7,mitogen-activated protein kinase kinase kinase 7,6885,MAP3K7
206854_s_at,MAP3K7,mitogen-activated protein kinase kinase kinase 7,6885,MAP3K7
206855_s_at,HYAL2,hyaluronoglucosaminidase 2,8692,HYAL2
206856_at,LILRB5,leukocyte immunoglobulin like receptor B5,10990,LILRB5
206857_s_at,FKBP1B,FK506 binding protein 1B,2281,FKBP1B
206858_s_at,HOXC6,homeobox C6,3223,HOXC6
206859_s_at,PAEP,progestagen associated endometrial protein,5047,PAEP
206860_s_at,MIOS,meiosis regulator for oocyte development,54468,MIOS
206861_s_at,CGGBP1,CGG triplet repeat binding protein 1,8545,CGGBP1
206862_at,ZNF254,zinc finger protein 254,9534,ZNF254
206863_x_at,HRK,"harakiri, BCL2 interacting protein",8739,HRK
206864_s_at,HRK,"harakiri, BCL2 interacting protein",8739,HRK
206865_at,HRK,"harakiri, BCL2 interacting protein",8739,HRK
206866_at,CDH4,cadherin 4,1002,CDH4
206867_at,GCKR,glucokinase (hexokinase 4) regulator,2646,GCKR
206868_at,STARD8,StAR related lipid transfer domain containing 8,9754,STARD8
206869_at,CHAD,chondroadherin,1101,CHAD
206870_at,PPARA,peroxisome proliferator activated receptor alpha,5465,PPARA
206871_at,ELANE,"elastase, neutrophil expressed",1991,ELANE
206872_at,SLC17A1,solute carrier family 17 member 1,6568,SLC17A1
206873_at,CA6,carbonic anhydrase 6,765,CA6
206874_s_at,SLK,STE20 like kinase,9748,SLK
206875_s_at,SLK,STE20 like kinase,9748,SLK
206876_at,SIM1,single-minded family bHLH transcription factor 1,6492,SIM1
